Year,RMS dB,Start Time
2020 (Covid),107.1,20:40
2020 (Covid),106.6,20:50
2020 (Covid),106.2,21:00
2020 (Covid),106.6,21:10
2020 (Covid),106,21:20
2020 (Covid),105.9,21:30
2020 (Covid),105.4,21:40
2020 (Covid),105.9,21:50
2020 (Covid),106.8,22:00
2020 (Covid),107.3,22:10
2020 (Covid),107.5,22:20
2020 (Covid),108,22:30
2020 (Covid),107.9,22:40
2020 (Covid),107.7,22:50
2020 (Covid),107.5,23:00
2020 (Covid),107,23:10
2020 (Covid),108.6,23:20
2020 (Covid),106.6,23:30
2020 (Covid),105.4,23:40
2020 (Covid),104.8,23:50
2020 (Covid),104.4,0:00
2020 (Covid),103.8,0:10
2020 (Covid),103.9,0:20
2020 (Covid),103.9,0:30
2020 (Covid),103.9,0:40
2020 (Covid),103.9,0:50
2020 (Covid),103.7,1:00
2020 (Covid),103.5,1:10
2020 (Covid),103.8,1:20
2020 (Covid),103.3,1:30
2020 (Covid),103.5,1:40
2020 (Covid),103.3,1:50
2020 (Covid),103.1,2:00
2020 (Covid),103.2,2:10
2020 (Covid),103.4,2:20
2020 (Covid),103.8,2:30
2020 (Covid),103.4,2:40
2020 (Covid),103.4,2:50
2020 (Covid),107.3,3:00
2020 (Covid),104.5,3:10
2020 (Covid),104,3:20
2020 (Covid),103.9,3:30
2020 (Covid),103.5,3:40
2020 (Covid),103.5,3:50
2020 (Covid),113.1,4:10
2020 (Covid),108.6,4:20
2020 (Covid),104.1,4:30
2020 (Covid),103.6,4:40
2020 (Covid),103.9,4:50
2020 (Covid),104,5:00
2020 (Covid),103.7,5:10
2020 (Covid),103.5,5:20
2020 (Covid),103.3,5:30
2020 (Covid),103.5,5:40
2020 (Covid),103.8,5:50
2020 (Covid),104.1,5:59
2020 (Covid),103.9,6:09
2020 (Covid),104,6:19
2020 (Covid),103.7,6:29
2020 (Covid),103.5,6:40
2020 (Covid),103.9,6:49
2020 (Covid),105.5,7:00
2020 (Covid),103.6,7:09
2020 (Covid),103.2,7:20
2020 (Covid),103,7:29
2020 (Covid),110.8,7:40
2020 (Covid),103,7:50
2020 (Covid),103.1,7:59
2020 (Covid),103.1,8:10
2020 (Covid),110,8:20
2020 (Covid),104.2,8:29
2020 (Covid),103,8:39
2020 (Covid),103.3,8:50
2020 (Covid),104,9:00
2020 (Covid),106.4,9:09
2020 (Covid),105.1,9:20
2020 (Covid),102.4,9:29
2020 (Covid),102.2,9:39
2020 (Covid),102.5,9:50
2020 (Covid),103.7,10:00
2020 (Covid),101.8,10:10
2020 (Covid),102.5,10:20
2020 (Covid),107.1,10:30
